file	variable	exists	type	sample_value	timing_relevance
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	t	YES	ndarray	['July-17-2024_ 5-02-21_PM']	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	x	YES	ndarray	[[array(['<REDACTED_ID>-<REDACTED_SESSION><REDACTED_ID>'], dtype='<U25')]]	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	vbl	NO			ABSENT
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	onset	NO			ABSENT
session#bffd09c328eb/Results/July-17-2024_ 5-02-21_PM_Subject_is_XXX_selected_run_id_3.mat	timestamps	NO			ABSENT
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	comment	YES	ndarray	['<REDACTED_ID>-<REDACTED_SESSION><REDACTED_ID>']	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	t	YES	ndarray	['July-17-2024_ 5-06-14_PM']	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	x	YES	ndarray	[[array(['<REDACTED_ID>-<REDACTED_SESSION><REDACTED_ID>'], dtype='<U25')]]	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	vbl	NO			ABSENT
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	onset	NO			ABSENT
session#bffd09c328eb/Results/July-17-2024_ 5-06-14_PM_Subject_is_XXX_selected_run_id_4.mat	timestamps	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	comment	YES	ndarray	['C027']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	outputFileID	YES	ndarray	[[3]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	t	YES	ndarray	['December-01-2023_10-02-51_AM']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	x	YES	ndarray	[[array(['C027'], dtype='<U4')]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	vbl	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	onset	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-02-51_AM_Subject_is_XXX_selected_run_id_1.mat	timestamps	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	comment	YES	ndarray	['C027']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	outputFileID	YES	ndarray	[[4]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	run_id	YES	ndarray	[[2]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	t	YES	ndarray	['December-01-2023_10-07-23_AM']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	x	YES	ndarray	[[array(['C027'], dtype='<U4')]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	y	YES	ndarray	[[array(['2'], dtype='<U1')]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	triggerTimes	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	vbl	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	frameTimes	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	onset	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-07-23_AM_Subject_is_XXX_selected_run_id_2.mat	timestamps	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	comment	YES	ndarray	['C027']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	outputFileID	YES	ndarray	[[5]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	t	YES	ndarray	['December-01-2023_10-12-20_AM']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	x	YES	ndarray	[[array(['C027'], dtype='<U4')]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	vbl	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	onset	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-12-20_AM_Subject_is_XXX_selected_run_id_3.mat	timestamps	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	comment	YES	ndarray	['C027']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	t	YES	ndarray	['December-01-2023_10-16-40_AM']	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	x	YES	ndarray	[[array(['C027'], dtype='<U4')]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	vbl	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	onset	NO			ABSENT
session#6d8e182b41f9/Results/December-01-2023_10-16-40_AM_Subject_is_XXX_selected_run_id_4.mat	timestamps	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	comment	YES	ndarray	['<REDACTED_SESSION>']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	outputFileID	YES	ndarray	[[3]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	t	YES	ndarray	['July-13-2024_10-25-45_AM']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	x	YES	ndarray	[[array(['<REDACTED_SESSION>'], dtype='<U16')]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	vbl	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	onset	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-25-45_AM_Subject_is_XXX_Session02_selected_run_id_1.mat	timestamps	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	comment	YES	ndarray	['<REDACTED_SESSION>']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	outputFileID	YES	ndarray	[[4]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	run_id	YES	ndarray	[[2]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	t	YES	ndarray	['July-13-2024_10-30-45_AM']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	x	YES	ndarray	[[array(['<REDACTED_SESSION>'], dtype='<U16')]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	y	YES	ndarray	[[array(['2'], dtype='<U1')]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	triggerTimes	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	vbl	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	frameTimes	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	onset	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-30-45_AM_Subject_is_XXX_Session02_selected_run_id_2.mat	timestamps	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	comment	YES	ndarray	['<REDACTED_SESSION>']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	outputFileID	YES	ndarray	[[5]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	t	YES	ndarray	['July-13-2024_10-35-23_AM']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	x	YES	ndarray	[[array(['<REDACTED_SESSION>'], dtype='<U16')]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	vbl	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	onset	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-35-23_AM_Subject_is_XXX_Session02_selected_run_id_3.mat	timestamps	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	comment	YES	ndarray	['<REDACTED_SESSION>']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	t	YES	ndarray	['July-13-2024_10-39-29_AM']	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	x	YES	ndarray	[[array(['<REDACTED_SESSION>'], dtype='<U16')]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	vbl	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	onset	NO			ABSENT
session#78a747fca517/Results/July-13-2024_10-39-29_AM_Subject_is_XXX_Session02_selected_run_id_4.mat	timestamps	NO			ABSENT
session#c74851b694de/Results/July-14-2024_12-15-45_PM_Subject_is_XXX_Session02_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#c74851b694de/Results/July-14-2024_12-15-45_PM_Subject_is_XXX_Session02_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#c74851b694de/Results/July-14-2024_12-15-45_PM_Subject_is_XXX_Session02_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#c74851b694de/Results/July-14-2024_12-15-45_PM_Subject_is_XXX_Session02_selected_run_id_1.mat	comment	YES	ndarray	['<REDACTED_SESSION>']	IDENTITY_ONLY
session#c74851b694de/Results/July-14-2024_12-15-45_PM_Subject_is_XXX_Session02_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#c74851b694de/Results/July-14-2024_12-15-45_PM_Subject_is_XXX_Session02_selected_run_id_1.mat	outputFileID	YES	ndarray	[[3]]	IDENTITY_ONLY
session#c74851b694de/Results/July-14-2024_12-15-45_PM_Subject_is_XXX_Session02_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#c74851b694de/Results/July-14-2024_12-15-45_PM_Subject_is_XXX_Session02_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#c74851b694de/Results/July-14-2024_12-15-45_PM_Subject_is_XXX_Session02_selected_run_id_1.mat	t	YES	ndarray	['July-14-2024_12-15-45_PM']	IDENTITY_ONLY
