scan_id	subject	session	run	nifti	n_volumes	n_bvals	n_bvec_columns	status
sub-052_ses-01_run-01_dwi	sub-052	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-052/ses-01/dwi/sub-052_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-052_ses-01_run-02_dwi	sub-052	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-052/ses-01/dwi/sub-052_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-052_ses-01_run-05_dwi	sub-052	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-052/ses-01/dwi/sub-052_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-052_ses-02_run-01_dwi	sub-052	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-052/ses-02/dwi/sub-052_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-052_ses-02_run-02_dwi	sub-052	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-052/ses-02/dwi/sub-052_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-052_ses-02_run-05_dwi	sub-052	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-052/ses-02/dwi/sub-052_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-053_ses-01_run-01_dwi	sub-053	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-053/ses-01/dwi/sub-053_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-053_ses-01_run-02_dwi	sub-053	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-053/ses-01/dwi/sub-053_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-053_ses-01_run-05_dwi	sub-053	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-053/ses-01/dwi/sub-053_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-054_ses-01_run-01_dwi	sub-054	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-054/ses-01/dwi/sub-054_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-054_ses-01_run-02_dwi	sub-054	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-054/ses-01/dwi/sub-054_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-054_ses-01_run-05_dwi	sub-054	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-054/ses-01/dwi/sub-054_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-054_ses-02_run-01_dwi	sub-054	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-054/ses-02/dwi/sub-054_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-054_ses-02_run-05_dwi	sub-054	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-054/ses-02/dwi/sub-054_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-056_ses-01_run-01_dwi	sub-056	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-056/ses-01/dwi/sub-056_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-056_ses-01_run-05_dwi	sub-056	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-056/ses-01/dwi/sub-056_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-057_ses-01_run-01_dwi	sub-057	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-057/ses-01/dwi/sub-057_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-057_ses-01_run-02_dwi	sub-057	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-057/ses-01/dwi/sub-057_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-057_ses-01_run-05_dwi	sub-057	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-057/ses-01/dwi/sub-057_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-058_ses-01_run-01_dwi	sub-058	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-058/ses-01/dwi/sub-058_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-058_ses-01_run-02_dwi	sub-058	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-058/ses-01/dwi/sub-058_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-058_ses-01_run-05_dwi	sub-058	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-058/ses-01/dwi/sub-058_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-059_ses-01_run-01_dwi	sub-059	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-059/ses-01/dwi/sub-059_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-059_ses-01_run-02_dwi	sub-059	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-059/ses-01/dwi/sub-059_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-059_ses-01_run-05_dwi	sub-059	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-059/ses-01/dwi/sub-059_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-060_ses-01_run-01_dwi	sub-060	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-060/ses-01/dwi/sub-060_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-060_ses-01_run-02_dwi	sub-060	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-060/ses-01/dwi/sub-060_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-060_ses-01_run-05_dwi	sub-060	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-060/ses-01/dwi/sub-060_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-061_ses-01_run-01_dwi	sub-061	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-061/ses-01/dwi/sub-061_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-061_ses-01_run-05_dwi	sub-061	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-061/ses-01/dwi/sub-061_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-061_ses-01_run-13_dwi	sub-061	ses-01	run-13	/lustre07/scratch/alexrees/bids/sub-061/ses-01/dwi/sub-061_ses-01_run-13_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-062_ses-01_run-03_dwi	sub-062	ses-01	run-03	/lustre07/scratch/alexrees/bids/sub-062/ses-01/dwi/sub-062_ses-01_run-03_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-062_ses-01_run-11_dwi	sub-062	ses-01	run-11	/lustre07/scratch/alexrees/bids/sub-062/ses-01/dwi/sub-062_ses-01_run-11_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-063_ses-01_run-03_dwi	sub-063	ses-01	run-03	/lustre07/scratch/alexrees/bids/sub-063/ses-01/dwi/sub-063_ses-01_run-03_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-063_ses-01_run-11_dwi	sub-063	ses-01	run-11	/lustre07/scratch/alexrees/bids/sub-063/ses-01/dwi/sub-063_ses-01_run-11_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-064_ses-01_run-01_dwi	sub-064	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-064/ses-01/dwi/sub-064_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-064_ses-01_run-02_dwi	sub-064	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-064/ses-01/dwi/sub-064_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-064_ses-01_run-05_dwi	sub-064	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-064/ses-01/dwi/sub-064_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-065_ses-01_run-01_dwi	sub-065	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-065/ses-01/dwi/sub-065_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-065_ses-01_run-02_dwi	sub-065	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-065/ses-01/dwi/sub-065_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-065_ses-01_run-05_dwi	sub-065	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-065/ses-01/dwi/sub-065_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-066_ses-01_run-01_dwi	sub-066	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-066/ses-01/dwi/sub-066_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-066_ses-01_run-02_dwi	sub-066	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-066/ses-01/dwi/sub-066_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-066_ses-01_run-05_dwi	sub-066	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-066/ses-01/dwi/sub-066_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-067_ses-01_run-01_dwi	sub-067	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-067/ses-01/dwi/sub-067_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-067_ses-01_run-05_dwi	sub-067	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-067/ses-01/dwi/sub-067_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-068_ses-01_run-01_dwi	sub-068	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-068/ses-01/dwi/sub-068_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-068_ses-01_run-02_dwi	sub-068	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-068/ses-01/dwi/sub-068_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-068_ses-01_run-05_dwi	sub-068	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-068/ses-01/dwi/sub-068_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-069_ses-01_run-01_dwi	sub-069	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-069/ses-01/dwi/sub-069_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-069_ses-01_run-02_dwi	sub-069	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-069/ses-01/dwi/sub-069_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-069_ses-01_run-05_dwi	sub-069	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-069/ses-01/dwi/sub-069_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-071_ses-01_run-01_dwi	sub-071	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-071/ses-01/dwi/sub-071_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-071_ses-01_run-02_dwi	sub-071	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-071/ses-01/dwi/sub-071_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-071_ses-01_run-05_dwi	sub-071	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-071/ses-01/dwi/sub-071_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-072_ses-01_run-01_dwi	sub-072	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-072/ses-01/dwi/sub-072_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-072_ses-01_run-02_dwi	sub-072	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-072/ses-01/dwi/sub-072_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-072_ses-01_run-05_dwi	sub-072	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-072/ses-01/dwi/sub-072_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-073_ses-01_run-01_dwi	sub-073	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-073/ses-01/dwi/sub-073_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-073_ses-01_run-02_dwi	sub-073	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-073/ses-01/dwi/sub-073_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-073_ses-01_run-05_dwi	sub-073	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-073/ses-01/dwi/sub-073_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-074_ses-01_run-01_dwi	sub-074	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-074/ses-01/dwi/sub-074_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-074_ses-01_run-02_dwi	sub-074	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-074/ses-01/dwi/sub-074_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-074_ses-01_run-05_dwi	sub-074	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-074/ses-01/dwi/sub-074_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-075_ses-01_run-01_dwi	sub-075	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-075/ses-01/dwi/sub-075_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-075_ses-01_run-02_dwi	sub-075	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-075/ses-01/dwi/sub-075_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-075_ses-01_run-05_dwi	sub-075	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-075/ses-01/dwi/sub-075_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-076_ses-01_run-01_dwi	sub-076	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-076/ses-01/dwi/sub-076_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-076_ses-01_run-02_dwi	sub-076	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-076/ses-01/dwi/sub-076_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-076_ses-01_run-05_dwi	sub-076	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-076/ses-01/dwi/sub-076_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-077_ses-01_run-01_dwi	sub-077	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-077/ses-01/dwi/sub-077_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-077_ses-01_run-02_dwi	sub-077	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-077/ses-01/dwi/sub-077_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-077_ses-01_run-05_dwi	sub-077	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-077/ses-01/dwi/sub-077_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-078_ses-01_run-01_dwi	sub-078	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-078/ses-01/dwi/sub-078_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-078_ses-01_run-02_dwi	sub-078	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-078/ses-01/dwi/sub-078_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-078_ses-01_run-05_dwi	sub-078	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-078/ses-01/dwi/sub-078_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-079_ses-01_run-01_dwi	sub-079	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-079/ses-01/dwi/sub-079_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-079_ses-01_run-02_dwi	sub-079	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-079/ses-01/dwi/sub-079_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-079_ses-01_run-05_dwi	sub-079	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-079/ses-01/dwi/sub-079_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-080_ses-01_run-01_dwi	sub-080	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-080/ses-01/dwi/sub-080_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-080_ses-01_run-02_dwi	sub-080	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-080/ses-01/dwi/sub-080_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-080_ses-01_run-05_dwi	sub-080	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-080/ses-01/dwi/sub-080_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-081_ses-01_run-01_dwi	sub-081	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-081/ses-01/dwi/sub-081_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-081_ses-01_run-02_dwi	sub-081	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-081/ses-01/dwi/sub-081_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-081_ses-01_run-05_dwi	sub-081	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-081/ses-01/dwi/sub-081_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-082_ses-01_run-01_dwi	sub-082	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-082/ses-01/dwi/sub-082_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-082_ses-01_run-02_dwi	sub-082	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-082/ses-01/dwi/sub-082_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-082_ses-01_run-03_dwi	sub-082	ses-01	run-03	/lustre07/scratch/alexrees/bids/sub-082/ses-01/dwi/sub-082_ses-01_run-03_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-083_ses-01_run-01_dwi	sub-083	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-083/ses-01/dwi/sub-083_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-083_ses-01_run-02_dwi	sub-083	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-083/ses-01/dwi/sub-083_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-083_ses-01_run-05_dwi	sub-083	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-083/ses-01/dwi/sub-083_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-084_ses-01_run-01_dwi	sub-084	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-084/ses-01/dwi/sub-084_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-084_ses-01_run-02_dwi	sub-084	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-084/ses-01/dwi/sub-084_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-084_ses-01_run-05_dwi	sub-084	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-084/ses-01/dwi/sub-084_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
	sub-057	ses-02						
	sub-057	ses-02						
	sub-057	ses-02						
	sub-057	ses-02						
	sub-064	ses-02						
	sub-064	ses-02						
	sub-064	ses-02						
	sub-064	ses-02						
	sub-066	ses-02						
	sub-066	ses-02						
	sub-066	ses-02						
	sub-066	ses-02						
	sub-067	ses-02						
	sub-067	ses-02						
	sub-067	ses-02						
	sub-067	ses-02						
	sub-068	ses-02			385.0	385.0	385.0	PASS
	sub-068	ses-02						
	sub-068	ses-02						
	sub-068	ses-02						
	sub-069	ses-02						
	sub-069	ses-02						
	sub-069	ses-02						
	sub-069	ses-02						
	sub-072	ses-02						
	sub-072	ses-02						
	sub-072	ses-02						
	sub-072	ses-02						
	sub-073	ses-02						
	sub-073	ses-02						
	sub-073	ses-02						
	sub-073	ses-02						
	sub-074	ses-02						
	sub-074	ses-02						
	sub-074	ses-02						
	sub-074	ses-02						
	sub-081	ses-02						
	sub-081	ses-02						
