image_identifier	subject	session	run	filename	image_path	model_estimated_artifact_probability	model_confidence	model_uncertainty	n_mc_runs	n_artifact_votes	model	inference_date
sub-035_ses-02_run-02_T1w.nii.gz	sub-035	ses-02	02	sub-035_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-035/ses-02/anat/sub-035_ses-02_run-02_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-035_ses-02_run-03_T1w.nii.gz	sub-035	ses-02	03	sub-035_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-035/ses-02/anat/sub-035_ses-02_run-03_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-036_ses-01_run-01_T1w.nii.gz	sub-036	ses-01	01	sub-036_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-036/ses-01/anat/sub-036_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-036_ses-01_run-02_T1w.nii.gz	sub-036	ses-01	02	sub-036_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-036/ses-01/anat/sub-036_ses-01_run-02_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-036_ses-01_run-03_T1w.nii.gz	sub-036	ses-01	03	sub-036_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-036/ses-01/anat/sub-036_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-036_ses-02_run-01_T1w.nii.gz	sub-036	ses-02	01	sub-036_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-036/ses-02/anat/sub-036_ses-02_run-01_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-036_ses-02_run-02_T1w.nii.gz	sub-036	ses-02	02	sub-036_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-036/ses-02/anat/sub-036_ses-02_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-036_ses-02_run-03_T1w.nii.gz	sub-036	ses-02	03	sub-036_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-036/ses-02/anat/sub-036_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-037_ses-01_run-01_T1w.nii.gz	sub-037	ses-01	01	sub-037_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-037/ses-01/anat/sub-037_ses-01_run-01_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-037_ses-01_run-02_T1w.nii.gz	sub-037	ses-01	02	sub-037_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-037/ses-01/anat/sub-037_ses-01_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-037_ses-01_run-03_T1w.nii.gz	sub-037	ses-01	03	sub-037_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-037/ses-01/anat/sub-037_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-038_ses-01_run-01_T1w.nii.gz	sub-038	ses-01	01	sub-038_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-038/ses-01/anat/sub-038_ses-01_run-01_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-038_ses-01_run-02_T1w.nii.gz	sub-038	ses-01	02	sub-038_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-038/ses-01/anat/sub-038_ses-01_run-02_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-038_ses-01_run-03_T1w.nii.gz	sub-038	ses-01	03	sub-038_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-038/ses-01/anat/sub-038_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-038_ses-02_run-01_T1w.nii.gz	sub-038	ses-02	01	sub-038_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-038/ses-02/anat/sub-038_ses-02_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-038_ses-02_run-02_T1w.nii.gz	sub-038	ses-02	02	sub-038_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-038/ses-02/anat/sub-038_ses-02_run-02_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-038_ses-02_run-03_T1w.nii.gz	sub-038	ses-02	03	sub-038_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-038/ses-02/anat/sub-038_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-039_ses-01_run-01_T1w.nii.gz	sub-039	ses-01	01	sub-039_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-039/ses-01/anat/sub-039_ses-01_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-039_ses-01_run-02_T1w.nii.gz	sub-039	ses-01	02	sub-039_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-039/ses-01/anat/sub-039_ses-01_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-039_ses-01_run-03_T1w.nii.gz	sub-039	ses-01	03	sub-039_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-039/ses-01/anat/sub-039_ses-01_run-03_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-039_ses-02_run-01_T1w.nii.gz	sub-039	ses-02	01	sub-039_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-039/ses-02/anat/sub-039_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-039_ses-02_run-02_T1w.nii.gz	sub-039	ses-02	02	sub-039_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-039/ses-02/anat/sub-039_ses-02_run-02_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-039_ses-02_run-03_T1w.nii.gz	sub-039	ses-02	03	sub-039_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-039/ses-02/anat/sub-039_ses-02_run-03_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-040_ses-01_run-01_T1w.nii.gz	sub-040	ses-01	01	sub-040_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-040/ses-01/anat/sub-040_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-040_ses-01_run-02_T1w.nii.gz	sub-040	ses-01	02	sub-040_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-040/ses-01/anat/sub-040_ses-01_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-040_ses-01_run-03_T1w.nii.gz	sub-040	ses-01	03	sub-040_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-040/ses-01/anat/sub-040_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-040_ses-02_run-01_T1w.nii.gz	sub-040	ses-02	01	sub-040_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-040_ses-02_run-02_T1w.nii.gz	sub-040	ses-02	02	sub-040_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-040/ses-02/anat/sub-040_ses-02_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-040_ses-02_run-03_T1w.nii.gz	sub-040	ses-02	03	sub-040_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-040/ses-02/anat/sub-040_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-041_ses-01_run-01_T1w.nii.gz	sub-041	ses-01	01	sub-041_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-041/ses-01/anat/sub-041_ses-01_run-01_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-041_ses-01_run-02_T1w.nii.gz	sub-041	ses-01	02	sub-041_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-041/ses-01/anat/sub-041_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-041_ses-01_run-03_T1w.nii.gz	sub-041	ses-01	03	sub-041_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-041/ses-01/anat/sub-041_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-041_ses-02_run-01_T1w.nii.gz	sub-041	ses-02	01	sub-041_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-041/ses-02/anat/sub-041_ses-02_run-01_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-041_ses-02_run-02_T1w.nii.gz	sub-041	ses-02	02	sub-041_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-041/ses-02/anat/sub-041_ses-02_run-02_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-041_ses-02_run-03_T1w.nii.gz	sub-041	ses-02	03	sub-041_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-041/ses-02/anat/sub-041_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-042_ses-01_run-01_T1w.nii.gz	sub-042	ses-01	01	sub-042_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-042/ses-01/anat/sub-042_ses-01_run-01_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-042_ses-01_run-02_T1w.nii.gz	sub-042	ses-01	02	sub-042_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-042/ses-01/anat/sub-042_ses-01_run-02_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-042_ses-01_run-03_T1w.nii.gz	sub-042	ses-01	03	sub-042_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-042/ses-01/anat/sub-042_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-043_ses-02_run-01_T1w.nii.gz	sub-043	ses-02	01	sub-043_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-043/ses-02/anat/sub-043_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-043_ses-02_run-02_T1w.nii.gz	sub-043	ses-02	02	sub-043_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-043/ses-02/anat/sub-043_ses-02_run-02_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-043_ses-02_run-03_T1w.nii.gz	sub-043	ses-02	03	sub-043_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-043/ses-02/anat/sub-043_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-043_ses-02_run-04_T1w.nii.gz	sub-043	ses-02	04	sub-043_ses-02_run-04_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-043/ses-02/anat/sub-043_ses-02_run-04_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-043_ses-02_run-05_T1w.nii.gz	sub-043	ses-02	05	sub-043_ses-02_run-05_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-043/ses-02/anat/sub-043_ses-02_run-05_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-043_ses-02_run-06_T1w.nii.gz	sub-043	ses-02	06	sub-043_ses-02_run-06_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-043/ses-02/anat/sub-043_ses-02_run-06_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-044_ses-01_run-01_T1w.nii.gz	sub-044	ses-01	01	sub-044_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-044/ses-01/anat/sub-044_ses-01_run-01_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-044_ses-01_run-02_T1w.nii.gz	sub-044	ses-01	02	sub-044_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-044/ses-01/anat/sub-044_ses-01_run-02_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-044_ses-01_run-03_T1w.nii.gz	sub-044	ses-01	03	sub-044_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-044/ses-01/anat/sub-044_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-044_ses-02_run-01_T1w.nii.gz	sub-044	ses-02	01	sub-044_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-044/ses-02/anat/sub-044_ses-02_run-01_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-044_ses-02_run-02_T1w.nii.gz	sub-044	ses-02	02	sub-044_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-044/ses-02/anat/sub-044_ses-02_run-02_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-044_ses-02_run-03_T1w.nii.gz	sub-044	ses-02	03	sub-044_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-044/ses-02/anat/sub-044_ses-02_run-03_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-045_ses-01_run-01_T1w.nii.gz	sub-045	ses-01	01	sub-045_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-045/ses-01/anat/sub-045_ses-01_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-045_ses-01_run-02_T1w.nii.gz	sub-045	ses-01	02	sub-045_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-045/ses-01/anat/sub-045_ses-01_run-02_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-046_ses-01_run-01_T1w.nii.gz	sub-046	ses-01	01	sub-046_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-046/ses-01/anat/sub-046_ses-01_run-01_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-046_ses-01_run-02_T1w.nii.gz	sub-046	ses-01	02	sub-046_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-046/ses-01/anat/sub-046_ses-01_run-02_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-046_ses-01_run-03_T1w.nii.gz	sub-046	ses-01	03	sub-046_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-046/ses-01/anat/sub-046_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-046_ses-02_run-01_T1w.nii.gz	sub-046	ses-02	01	sub-046_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-046/ses-02/anat/sub-046_ses-02_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-046_ses-02_run-02_T1w.nii.gz	sub-046	ses-02	02	sub-046_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-046/ses-02/anat/sub-046_ses-02_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-046_ses-02_run-03_T1w.nii.gz	sub-046	ses-02	03	sub-046_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-046/ses-02/anat/sub-046_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-047_ses-01_run-01_T1w.nii.gz	sub-047	ses-01	01	sub-047_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-047/ses-01/anat/sub-047_ses-01_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-047_ses-01_run-02_T1w.nii.gz	sub-047	ses-01	02	sub-047_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-047/ses-01/anat/sub-047_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-047_ses-01_run-03_T1w.nii.gz	sub-047	ses-01	03	sub-047_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-047/ses-01/anat/sub-047_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-047_ses-02_run-01_T1w.nii.gz	sub-047	ses-02	01	sub-047_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-047/ses-02/anat/sub-047_ses-02_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-047_ses-02_run-02_T1w.nii.gz	sub-047	ses-02	02	sub-047_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-047/ses-02/anat/sub-047_ses-02_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-047_ses-02_run-03_T1w.nii.gz	sub-047	ses-02	03	sub-047_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-047/ses-02/anat/sub-047_ses-02_run-03_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-048_ses-01_run-01_T1w.nii.gz	sub-048	ses-01	01	sub-048_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-048/ses-01/anat/sub-048_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-048_ses-01_run-02_T1w.nii.gz	sub-048	ses-01	02	sub-048_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-048/ses-01/anat/sub-048_ses-01_run-02_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-048_ses-01_run-03_T1w.nii.gz	sub-048	ses-01	03	sub-048_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-048/ses-01/anat/sub-048_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-048_ses-02_run-01_T1w.nii.gz	sub-048	ses-02	01	sub-048_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-048/ses-02/anat/sub-048_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-048_ses-02_run-02_T1w.nii.gz	sub-048	ses-02	02	sub-048_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-048/ses-02/anat/sub-048_ses-02_run-02_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-048_ses-02_run-03_T1w.nii.gz	sub-048	ses-02	03	sub-048_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-048/ses-02/anat/sub-048_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-049_ses-01_run-01_T1w.nii.gz	sub-049	ses-01	01	sub-049_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-049/ses-01/anat/sub-049_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-049_ses-01_run-02_T1w.nii.gz	sub-049	ses-01	02	sub-049_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-049/ses-01/anat/sub-049_ses-01_run-02_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-049_ses-01_run-03_T1w.nii.gz	sub-049	ses-01	03	sub-049_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-049/ses-01/anat/sub-049_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-050_ses-01_run-01_T1w.nii.gz	sub-050	ses-01	01	sub-050_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-050/ses-01/anat/sub-050_ses-01_run-01_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-050_ses-01_run-02_T1w.nii.gz	sub-050	ses-01	02	sub-050_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-050/ses-01/anat/sub-050_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-050_ses-01_run-03_T1w.nii.gz	sub-050	ses-01	03	sub-050_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-050/ses-01/anat/sub-050_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-051_ses-01_run-01_T1w.nii.gz	sub-051	ses-01	01	sub-051_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-051/ses-01/anat/sub-051_ses-01_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-051_ses-01_run-02_T1w.nii.gz	sub-051	ses-01	02	sub-051_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-051/ses-01/anat/sub-051_ses-01_run-02_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-051_ses-01_run-03_T1w.nii.gz	sub-051	ses-01	03	sub-051_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-051/ses-01/anat/sub-051_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-052_ses-01_run-01_T1w.nii.gz	sub-052	ses-01	01	sub-052_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-052/ses-01/anat/sub-052_ses-01_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-052_ses-01_run-02_T1w.nii.gz	sub-052	ses-01	02	sub-052_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-052/ses-01/anat/sub-052_ses-01_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-052_ses-02_run-01_T1w.nii.gz	sub-052	ses-02	01	sub-052_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-052/ses-02/anat/sub-052_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-052_ses-02_run-02_T1w.nii.gz	sub-052	ses-02	02	sub-052_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-052/ses-02/anat/sub-052_ses-02_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-052_ses-02_run-03_T1w.nii.gz	sub-052	ses-02	03	sub-052_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-052/ses-02/anat/sub-052_ses-02_run-03_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-053_ses-01_run-01_T1w.nii.gz	sub-053	ses-01	01	sub-053_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-053/ses-01/anat/sub-053_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-053_ses-01_run-02_T1w.nii.gz	sub-053	ses-01	02	sub-053_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-053/ses-01/anat/sub-053_ses-01_run-02_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-053_ses-01_run-03_T1w.nii.gz	sub-053	ses-01	03	sub-053_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-053/ses-01/anat/sub-053_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-054_ses-01_run-01_T1w.nii.gz	sub-054	ses-01	01	sub-054_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-054/ses-01/anat/sub-054_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-054_ses-01_run-02_T1w.nii.gz	sub-054	ses-01	02	sub-054_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-054/ses-01/anat/sub-054_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-054_ses-02_run-01_T1w.nii.gz	sub-054	ses-02	01	sub-054_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-054/ses-02/anat/sub-054_ses-02_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-054_ses-02_run-02_T1w.nii.gz	sub-054	ses-02	02	sub-054_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-054/ses-02/anat/sub-054_ses-02_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
